,,"Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, червоний","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, жовтий","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, зелений","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга А, синій","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, червоний","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, жовтий","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, зелений","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга Б, синій","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, червоний","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, жовтий","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, зелений","Ліга В1, синій","Ліга В1, синій","Ліга В1, синій","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В1, помаранчевий","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, червоний","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, жовтий","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, зелений","Ліга В2, синій","Ліга В2, синій","Ліга В2, синій","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В2, помаранчевий","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, червоний","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, жовтий","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, зелений","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В3, синій","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, червоний","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, жовтий","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, зелений","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій","Ліга В4, синій"
6. ДІТИ МИКОЛ РІЗНИХ КРАЇН,"40. Психоаналітики вважають, що провокаційна поведінка, покликана продемонструвати емоційну та фізичну стійкість – є ознакою мазохізму, який, насправді, спопеляє людину. Саме тому перша БДСМ-організація у світі була названа на честь ЦЬОГО ПЕРСОНАЖА.
 
Відповідь: Тіль Уленшпі́ґель. Залік: за прізвищем.
Коментар: герой легенд Фла́ндрії був провокативним бешкетником, через що йому часто діставалося на горішки. Тіль – син Клааса, попіл якого стукав у його серце.
Джерело: https://en.wikipedia.org/wiki/Till_Eulenspiegel",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. ДІТИ МИКОЛ РІЗНИХ КРАЇН,"50. [Вказівка ведучому: наголос в імені Бетті́ падає на другий склад]
 
У 1939 році після тісної співпраці було опубліковано оголошення про весілля ЙОГО доньки Бетті́ з Е́ктором Пе́таром із При́нстона.
 
Відповідь: Ніколя́ Бурбакі́. Залік: Бурбакі.
Коментар: Ектор Петар – колективний псевдонім математиків із Принстона. Бурбакі – колективний псевдонім групи французьких математиків.
Джерело: https://mel.fm/zhizn/istorii/5068327-nicolas_bourbaki",,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,,
7. НЕ ТІЛЬКИ ЕВФЕМІЗМИ СРАКИ,"10. ВОНА згадується в умовах деяких шкільних задач, в яких фігурують чотирикутники.
 
Відповідь: п’ята точка.
Коментар: перші чотири точки формують сам чотирикутник.
Джерела: 1. http://math.hashcode.ru/questions/172405/геометрия-площадь-треугольника
2. https://classes.ru/all-russian/russian-dictionary-synonyms-term-20235.htm",,1,,,-1,,1,,1,,,,,,,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,-1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,
7. НЕ ТІЛЬКИ ЕВФЕМІЗМИ СРАКИ,"20. У відповіді – два слова. Орден Ізабе́лли Католи́чки було засновано у 1815 році, коли володіння Іспанії були в усьому світі. На медальйоні ордена поряд із Геркулесовими стовпами зображені ВОНИ.
 
Відповідь: дві півкулі.
Джерела: 1. https://uk.wikipedia.org/wiki/Орден_Ізабелли_Католички
2. https://classes.ru/all-russian/russian-dictionary-synonyms-term-20235.htm",1,-1,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,-1,,-1,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,-1,,,,,,,,1,,,,,,,
7. НЕ ТІЛЬКИ ЕВФЕМІЗМИ СРАКИ,"30. «Голландську дівчину за сніданком», створену під час мандрівки 1757 року на північ, в деяких авторитетних каталогах теж називають НЕЮ, що спричиняє плутанину, адже автор той самий.
 
Відповідь: «Шоколадниця».
Коментар: картини швейцарського художника Жа́на-Етьє́на Ліота́ра.
Джерела: 1. https://artchive.ru/news/1718~Esche_odna_Shokoladnitsa_polotno_Liotara_vystavleno_na_auktsion_vpervye_za_242_goda
2. https://classes.ru/all-russian/russian-dictionary-synonyms-term-20235.htm",1,,,,-1,,,1,,1,,,,1,,,,,,,1,,,,1,,,-1,,,-1,1,,,,,,,-1,,1,-1,,,,,,,-1,,,-1,,,,-1,,,,,,,,,,,,-1,,,,,,-1,,,-1,,,,1,,,,,,,-1,,,,,,,,,,,,1,,
7. НЕ ТІЛЬКИ ЕВФЕМІЗМИ СРАКИ,"40. Традиційним сувеніром у крамницях поблизу ЦЬОГО ОБ’ЄКТА площею понад півтори тисячі квадратних кілометрів є соляні лампи.
 
Відповідь: Туз.
Коментар: солоне озеро в центральній Туреччині, друге за величиною в країні. Слово tuz [туз] в перекладі з турецької означає «сіль».
Джерела: 1. https://ankara.su/ozero-tuz/
2. https://classes.ru/all-russian/russian-dictionary-synonyms-term-20235.htm
3. https://en.wikipedia.org/wiki/Lake_Tuz",,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,
7. НЕ ТІЛЬКИ ЕВФЕМІЗМИ СРАКИ,"50. Сухаї́л Хада́р найкраще помітна серед усіх в НІЙ.
 
Відповідь: Корма.
Коментар: сузір’я Південної півкулі. У зірок часто арабські назви, Сухаїл Хадар – не виняток.
Джерела: 1. https://en.wikipedia.org/wiki/Zeta_Puppis
2. https://classes.ru/all-russian/russian-dictionary-synonyms-term-20235.htm",1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. –НІТ–,"10. У деяких альпійських готелях стіни приміщення є інтерактивним екраном, на якому транслюється стрибок з трампліна очима спортсмена. Пара лиж на підлозі закріплена в безпосередній близькості від НЬОГО, щоб постоялець міг поєднувати приємне з корисним.
 
Відповідь: унітаз.
Коментар: у вбиральнях таких номерів постоялець сидить на «білому коні», встромивши ноги у лижі, та відчуває майже те ж саме, що й стрибун з трампліна під час польоту, від чого процес протікає значно швидше.
Джерело: https://www.dailymail.co.uk/news/article-2263828/Ski-dump-Toilets-360-degree-views-piste-wrapped-imagine-youre-fly-slopes.html",,1,,,,,,1,,,,1,,,,1,,,1,,,,,-1,,,1,,1,-1,,,,,,1,1,,,-1,,1,,,,,,-1,,,1,,,,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,,,,,1,,,,-1,1,1,,,
8. –НІТ–,"20. Е́дріан То́мас перед тим, як зробити ЙОГО, довго спостерігав за бабка́ми.
 
Відповідь: орніто́птер.
Коментар: літальний апарат, який літає завдяки змаху, як живі істоти, що мають крила.
Джерела: 1. https://en.wikipedia.org/wiki/Ornithopter
2. https://uk.wikipedia.org/wiki/Бабки",,,,,,,,,,,,,,,,,,,,,1,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. –НІТ–,"30. Маве́нзі – один із піків Кіліманджаро. У 2005 році ВІН вагою понад три кілограми отримав назву Мавензі.
 
Відповідь: танзані́т. Залік: синонімічні відповіді, наприклад, уламок танзаніту.
Коментар: танзаніт – коштовний камінь, що добувається лише у Танзанії, поблизу Кіліманджаро.
Джерела: 1. https://www.geologypage.com/2020/03/the-mawenzi-the-largest-tanzanite-rough-in-the-world.html
2. https://uk.wikipedia.org/wiki/Танзаніт",,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
8. –НІТ–,"40. На карикатурі Джозефа Но́вака ВІН намагається підстрибнути та бу́цнути заблукалого героя ріжками поверх сандалій в коліно.
 
Відповідь: Мініта́вр.
Коментар: крихітний Мінотавр.
Джерело: https://www.instagram.com/p/B0LGKwgB4Mx/",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
8. –НІТ–,"50. У книзі, опублікованій відомим вченим після прем’єри, пояснюється, що ВОНИ розташовані одні відносно інших таким чином, що герой дійсно міг би передавати інформацію.
 
Відповідь: грані тесера́кта.
Коментар: астрофізик Кіп Торн був науковим консультантом фільму «Інтерсте́ллар». Головний герой застрянув у одній із граней тесеракта, проте, завдяки структурі гіперпростору, зміг передавати сигнали морзянкою своїй доньці та собі.
Джерело: https://lectmania.ru/2x29c.html",,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
